frame,ep_length,done,term_reason,root_z,root_ref_z,root_z_err,root_roll,root_pitch,root_yaw,root_ref_roll,root_ref_pitch,root_ref_yaw,root_lin_err,root_ang_err,q_ref_L_HipRoll_Joint,q_ref_L_HipPitch_Joint,q_ref_L_HipYaw_Joint,q_ref_L_Knee_Joint,q_ref_L_AnklePitch_Joint,q_ref_L_AnkleRoll_Joint,q_ref_R_HipRoll_Joint,q_ref_R_HipPitch_Joint,q_ref_R_HipYaw_Joint,q_ref_R_Knee_Joint,q_ref_R_AnklePitch_Joint,q_ref_R_AnkleRoll_Joint,q_ref_WaistYaw_Joint,q_cur_L_HipRoll_Joint,q_cur_L_HipPitch_Joint,q_cur_L_HipYaw_Joint,q_cur_L_Knee_Joint,q_cur_L_AnklePitch_Joint,q_cur_L_AnkleRoll_Joint,q_cur_R_HipRoll_Joint,q_cur_R_HipPitch_Joint,q_cur_R_HipYaw_Joint,q_cur_R_Knee_Joint,q_cur_R_AnklePitch_Joint,q_cur_R_AnkleRoll_Joint,q_cur_WaistYaw_Joint,q_err_L_HipRoll_Joint,q_err_L_HipPitch_Joint,q_err_L_HipYaw_Joint,q_err_L_Knee_Joint,q_err_L_AnklePitch_Joint,q_err_L_AnkleRoll_Joint,q_err_R_HipRoll_Joint,q_err_R_HipPitch_Joint,q_err_R_HipYaw_Joint,q_err_R_Knee_Joint,q_err_R_AnklePitch_Joint,q_err_R_AnkleRoll_Joint,q_err_WaistYaw_Joint,torque_L_HipRoll_Joint,torque_L_HipPitch_Joint,torque_L_HipYaw_Joint,torque_L_Knee_Joint,torque_L_AnklePitch_Joint,torque_L_AnkleRoll_Joint,torque_R_HipRoll_Joint,torque_R_HipPitch_Joint,torque_R_HipYaw_Joint,torque_R_Knee_Joint,torque_R_AnklePitch_Joint,torque_R_AnkleRoll_Joint,torque_WaistYaw_Joint,action_L_HipRoll_Joint,action_L_HipPitch_Joint,action_L_HipYaw_Joint,action_L_Knee_Joint,action_L_AnklePitch_Joint,action_L_AnkleRoll_Joint,action_R_HipRoll_Joint,action_R_HipPitch_Joint,action_R_HipYaw_Joint,action_R_Knee_Joint,action_R_AnklePitch_Joint,action_R_AnkleRoll_Joint,action_WaistYaw_Joint,keybody_err_L_Knee_Link,keybody_err_R_Knee_Link,keybody_err_L_Foot_Link,keybody_err_R_Foot_Link
203,1,0,,0.847982,0.825897,-0.022085,0.015914,-0.122018,-2.024281,0.031706,-0.152447,-1.728836,0.567355,0.459818,-0.042677,0.593161,-0.096913,0.921796,-0.207357,0.027708,0.114257,-0.133525,0.120575,-1.419165,0.371749,0.020957,0.044629,-0.004300,0.413481,-0.116648,0.873193,-0.339604,0.048121,0.105409,-0.346450,0.067819,-1.441583,0.450293,0.074204,-0.010706,-0.038377,0.179680,0.019735,0.048603,0.132247,-0.020413,0.008848,0.212926,0.052756,0.022417,-0.078544,-0.053247,0.055335,31.409391,-84.435242,47.445930,-39.223343,-1.307587,34.327625,47.470917,-65.387047,2.734063,-4.891499,-11.367596,-0.649910,6.159181,-0.001715,0.440138,0.143407,-0.282765,-1.188433,0.069051,0.094511,-0.173722,0.156975,0.070696,0.184151,,-0.024974,,,,
204,1,0,,0.849914,0.826808,-0.023106,0.017268,-0.129886,-2.020380,0.035206,-0.162598,-1.731967,0.520511,0.284296,-0.047094,0.574348,-0.098570,0.944480,-0.242079,0.020814,0.159734,-0.183143,0.165702,-1.495952,0.385633,-0.042323,0.047823,-0.008741,0.394294,-0.111746,0.865102,-0.342923,0.047464,0.116152,-0.368801,0.072826,-1.466640,0.411594,0.065726,-0.010633,-0.038352,0.180055,0.013176,0.079377,0.100844,-0.026650,0.043582,0.185658,0.092876,-0.029311,-0.025961,-0.108049,0.058456,15.777739,-60.585247,19.226532,-56.598461,-5.555950,18.541374,58.795593,-61.434238,13.935327,13.441100,-4.846593,-6.204882,5.839613,-0.008541,0.356337,0.084856,-0.291681,-1.143937,0.035292,0.113451,-0.187033,0.180578,0.100820,0.176520,,-0.078747,,,,
205,1,0,,0.851936,0.828402,-0.023534,0.019459,-0.137228,-2.021005,0.037459,-0.173794,-1.740093,0.482866,0.488077,-0.046056,0.547947,-0.106190,0.956296,-0.273187,0.011902,0.209310,-0.231689,0.217752,-1.557122,0.411167,-0.122152,0.056175,-0.011446,0.373124,-0.111586,0.854163,-0.345918,0.046554,0.131527,-0.387369,0.089917,-1.472287,0.387016,0.050305,-0.010665,-0.034611,0.174823,0.005396,0.102133,0.072731,-0.034652,0.077783,0.155680,0.127835,-0.084835,0.024151,-0.172457,0.066841,-3.385921,-54.093407,21.770073,-54.716190,-12.567482,6.869260,38.586647,-46.473446,15.228540,19.365225,-2.488628,-9.080478,6.147655,-0.020153,0.346120,0.058801,-0.285227,-1.095371,0.002845,0.096242,-0.203389,0.193707,0.129027,0.178047,,-0.078768,,,,
206,1,0,,0.854104,0.830689,-0.023414,0.021335,-0.144742,-2.023985,0.039788,-0.185087,-1.751814,0.453538,0.185348,-0.041864,0.515167,-0.117010,0.956247,-0.301031,-0.004192,0.229411,-0.276100,0.240708,-1.563343,0.430217,-0.172987,0.069157,-0.012171,0.349402,-0.113837,0.840445,-0.348299,0.044902,0.147553,-0.399316,0.115919,-1.458340,0.375349,0.032531,-0.010667,-0.029693,0.165765,-0.003173,0.115802,0.047268,-0.049094,0.081858,0.123216,0.124789,-0.105003,0.054868,-0.205517,0.079824,12.651927,-45.083454,8.384894,-61.304771,-9.210361,2.420498,34.408291,-33.341736,13.421306,36.035015,0.005489,-9.318635,6.123697,-0.004306,0.304486,0.046716,-0.272438,-1.002346,-0.016229,0.073175,-0.198626,0.206203,0.158562,0.191113,,-0.102649,,,,
207,1,0,,0.856412,0.832998,-0.023414,0.023363,-0.151240,-2.022144,0.041550,-0.194331,-1.753799,0.452125,0.137900,-0.043028,0.486975,-0.117612,0.958444,-0.327813,-0.018717,0.242055,-0.317882,0.259611,-1.554916,0.445028,-0.202847,0.074506,-0.016194,0.327748,-0.107373,0.827819,-0.350556,0.042372,0.163090,-0.403037,0.147981,-1.424579,0.371046,0.017030,-0.010723,-0.026834,0.159227,-0.010239,0.130626,0.022743,-0.061089,0.078965,0.085155,0.111630,-0.130337,0.073982,-0.219878,0.085229,-35.766651,-23.604506,41.534870,-47.604900,-4.917611,4.966960,16.306900,-21.231598,0.876514,35.356915,-1.253121,-7.784458,6.160108,-0.051783,0.361226,0.049535,-0.246909,-0.926584,-0.024163,0.085596,-0.191829,0.210080,0.175735,0.192598,,-0.034980,,,,
208,1,0,,0.858677,0.835349,-0.023328,0.024682,-0.153005,-2.008119,0.041883,-0.199519,-1.736200,0.490071,0.274392,-0.054910,0.467970,-0.097767,0.965142,-0.352466,-0.030101,0.239784,-0.354401,0.270411,-1.517190,0.451355,-0.190739,0.064581,-0.024312,0.315216,-0.087309,0.818905,-0.352209,0.039041,0.173346,-0.403333,0.175702,-1.376418,0.378312,0.003363,-0.010742,-0.030598,0.152754,-0.010458,0.146237,-0.000257,-0.069142,0.066438,0.048933,0.094709,-0.140772,0.073043,-0.194101,0.075323,-8.259761,-10.886834,47.895504,-57.845230,7.787263,20.432049,24.437891,-17.079845,-12.460332,41.638691,9.986551,-8.229224,6.160692,-0.048211,0.323192,0.078136,-0.242470,-0.835515,-0.036938,0.102768,-0.165727,0.211412,0.175885,0.245884,,0.014640,,,,
209,1,0,,0.861118,0.837207,-0.023910,0.028035,-0.149544,-1.984607,0.044801,-0.203400,-1.713864,0.517443,0.431212,-0.071073,0.451730,-0.073424,0.974301,-0.376835,-0.040528,0.223970,-0.391418,0.255453,-1.461056,0.449368,-0.167002,0.051816,-0.036758,0.309776,-0.060508,0.809797,-0.351697,0.035458,0.179190,-0.402622,0.190726,-1.314228,0.382490,-0.001359,-0.010734,-0.034315,0.141954,-0.012917,0.164504,-0.025139,-0.075986,0.044780,0.011204,0.064728,-0.146827,0.066878,-0.165643,0.062550,-42.010822,-17.819525,41.006275,-57.556538,5.916960,6.376693,25.220659,-12.434697,-8.762125,46.240597,1.398144,0.118737,6.203152,-0.094090,0.316465,0.043841,-0.233743,-0.719902,-0.003894,0.103045,-0.167328,0.210087,0.187971,0.215721,,0.032199,,,,
210,1,0,,0.863655,0.838820,-0.024835,0.032703,-0.145218,-1.958716,0.048976,-0.206709,-1.689162,0.538098,0.193798,-0.089378,0.436874,-0.046832,0.984690,-0.401062,-0.050478,0.201380,-0.428683,0.227609,-1.395713,0.443220,-0.137449,0.037630,-0.049872,0.304752,-0.032789,0.799049,-0.349745,0.031686,0.178319,-0.400700,0.186117,-1.242960,0.387350,0.001906,-0.010689,-0.039506,0.132123,-0.014043,0.185642,-0.051318,-0.082164,0.023061,-0.027983,0.041492,-0.152753,0.055870,-0.139355,0.048319,58.646984,-55.115932,55.120945,-28.341211,28.914829,32.461765,27.865265,-22.472410,-22.079210,51.362469,7.907602,2.051817,6.160947,-0.039864,0.373919,0.112454,-0.239753,-0.624667,0.013632,0.049568,-0.107939,0.190503,0.140827,0.243918,,0.138567,,,,
211,1,0,,0.865783,0.839788,-0.025995,0.033271,-0.144178,-1.933306,0.050050,-0.205866,-1.660269,0.567417,0.466784,-0.103568,0.425302,-0.018867,0.993366,-0.418088,-0.059155,0.166620,-0.456849,0.169911,-1.301494,0.446920,-0.091337,0.026219,-0.057194,0.297446,-0.005668,0.790464,-0.348906,0.028347,0.169578,-0.396559,0.163247,-1.168270,0.393902,0.009238,-0.010681,-0.046374,0.127856,-0.013200,0.202901,-0.069182,-0.087502,-0.002959,-0.060290,0.006664,-0.133224,0.053018,-0.100575,0.036899,63.485363,-67.850548,54.645790,-6.989521,39.719391,34.792683,41.772346,-27.527369,-22.456902,46.810837,5.666337,3.442710,6.144732,-0.029302,0.410250,0.129394,-0.238386,-0.551684,0.030248,0.027647,-0.072373,0.175266,0.102688,0.245502,,0.191297,,,,
212,1,0,,0.867755,0.841046,-0.026710,0.034777,-0.143185,-1.902314,0.050706,-0.203466,-1.624812,0.611140,0.450856,-0.120175,0.415609,0.015084,1.002886,-0.436501,-0.066991,0.129958,-0.482073,0.098295,-1.202682,0.443524,-0.049889,0.009206,-0.067829,0.292964,0.031877,0.784932,-0.347953,0.022936,0.160173,-0.391320,0.122822,-1.089539,0.394708,0.023096,-0.010752,-0.052345,0.122645,-0.016792,0.217955,-0.088548,-0.089927,-0.030216,-0.090753,-0.024527,-0.113143,0.048816,-0.072985,0.019958,-32.615601,-25.939190,57.896141,-41.742527,40.273418,28.353617,14.630697,-18.816881,-17.210825,47.426491,-1.397774,9.886465,6.209239,-0.118085,0.346381,0.083188,-0.220818,-0.450819,0.069663,0.079548,-0.064004,0.149047,0.060720,0.220458,,0.264251,,,,
213,1,0,,0.870129,0.842881,-0.027247,0.038187,-0.140535,-1.855601,0.050671,-0.197897,-1.576248,0.650383,0.478095,-0.141621,0.409678,0.061021,1.014100,-0.457696,-0.073143,0.089491,-0.501413,-0.001174,-1.094680,0.425919,-0.017778,-0.019019,-0.086352,0.293524,0.088680,0.781615,-0.345055,0.016670,0.149770,-0.381338,0.060930,-1.005867,0.392017,0.041439,-0.010805,-0.055268,0.116155,-0.027659,0.232485,-0.112641,-0.089813,-0.060279,-0.120076,-0.062104,-0.088813,0.033903,-0.059217,-0.008214,-27.618801,-2.977748,58.098320,-26.523230,39.659630,26.988451,-16.588253,1.954822,-13.407961,42.804317,-2.330879,11.200227,6.249362,-0.147474,0.379346,0.070543,-0.178814,-0.375075,0.095851,0.110779,-0.056756,0.112608,-0.016556,0.211970,,0.357879,,,,
214,1,0,,0.872932,0.845168,-0.027764,0.039431,-0.136726,-1.788805,0.050200,-0.190609,-1.502890,0.685943,0.258051,-0.156672,0.393062,0.105801,0.998990,-0.462448,-0.079343,0.072010,-0.506024,-0.106325,-0.986683,0.396591,0.038035,-0.066218,-0.110329,0.297946,0.168576,0.780775,-0.340466,0.007228,0.136994,-0.363772,-0.018603,-0.919653,0.384762,0.064780,-0.010831,-0.046343,0.095117,-0.062775,0.218215,-0.121982,-0.086571,-0.064983,-0.142253,-0.087722,-0.067029,0.011829,-0.026745,-0.055387,-51.151875,15.459431,58.269474,-56.360607,25.833178,27.953182,-23.134483,-3.523369,-1.358470,47.927357,-3.437859,16.060194,6.277312,-0.201886,0.304372,0.060923,-0.155065,-0.263151,0.142184,0.143967,-0.104612,0.091435,-0.089037,0.194505,,0.411844,,,,
215,1,0,,0.876035,0.847681,-0.028354,0.035647,-0.127871,-1.697906,0.050013,-0.182429,-1.417221,0.711291,0.295995,-0.168525,0.371099,0.150005,0.970711,-0.458973,-0.085566,0.066030,-0.503266,-0.214327,-0.878682,0.361394,0.105710,-0.122912,-0.136181,0.307962,0.267446,0.779838,-0.333017,-0.010026,0.125816,-0.341351,-0.096982,-0.834213,0.372844,0.085651,-0.010729,-0.032344,0.063137,-0.117441,0.190872,-0.125955,-0.075540,-0.059787,-0.161914,-0.117345,-0.044469,-0.011450,0.020059,-0.112183,3.843925,43.978455,49.478233,-64.988106,14.712478,24.203867,0.502265,23.297190,6.043742,26.711489,-5.196681,11.833578,6.189628,-0.191419,0.252012,0.021193,-0.094177,-0.233707,0.140883,0.192435,-0.117820,0.100774,-0.150930,0.172010,,0.446377,,,,
216,1,0,,0.879534,0.849962,-0.029573,0.028273,-0.119982,-1.597909,0.049152,-0.176435,-1.307061,0.630816,0.351805,-0.189823,0.329493,0.235322,0.909770,-0.438319,-0.093701,0.081938,-0.464408,-0.322325,-0.770683,0.337271,0.165556,-0.189891,-0.159190,0.312409,0.373271,0.774702,-0.324741,-0.029271,0.117604,-0.309976,-0.169888,-0.749256,0.353416,0.110840,-0.010327,-0.030633,0.017083,-0.137949,0.135068,-0.113578,-0.064430,-0.035666,-0.154432,-0.152437,-0.021427,-0.016145,0.054716,-0.179565,4.352485,6.939991,-7.543298,-72.848999,-10.096569,28.860756,15.876301,36.565350,8.141780,45.527874,-7.878281,22.112322,5.926414,-0.208272,0.180485,0.017611,-0.027878,-0.096414,0.205084,0.140416,-0.157850,0.109349,-0.217538,0.134161,,0.444029,,,,
217,1,0,,0.882546,0.851815,-0.030730,0.023444,-0.114509,-1.523170,0.046841,-0.172165,-1.214351,0.593022,0.827640,-0.204180,0.291967,0.311307,0.858218,-0.422219,-0.102493,0.093383,-0.418616,-0.425063,-0.662682,0.297101,0.236355,-0.234099,-0.164386,0.307264,0.436477,0.756277,-0.314595,-0.038066,0.108140,-0.285343,-0.243473,-0.677669,0.331667,0.133281,-0.008241,-0.039794,-0.015298,-0.125169,0.101941,-0.107624,-0.064426,-0.014757,-0.133273,-0.181589,0.014987,-0.034566,0.103073,-0.225858,27.308172,-41.428478,-34.881428,-66.722939,-3.183684,28.175930,-45.873535,-9.842246,24.919292,14.709981,-5.974393,12.364999,2.369778,-0.147020,0.146560,0.018895,-0.075952,-0.146947,0.191481,0.066568,-0.131463,0.049650,-0.263098,0.116764,,0.420527,,,,
218,1,0,,0.884781,0.852814,-0.031967,0.021461,-0.110759,-1.477823,0.040536,-0.171212,-1.156384,0.561549,0.894495,-0.204642,0.262616,0.368598,0.825468,-0.415241,-0.112596,0.095886,-0.358960,-0.517267,-0.554681,0.224809,0.329074,-0.232722,-0.154892,0.296429,0.465693,0.726679,-0.302614,-0.043278,0.094059,-0.278507,-0.303875,-0.636034,0.314463,0.138878,-0.007384,-0.049750,-0.033813,-0.097095,0.098789,-0.112626,-0.069318,0.001828,-0.080453,-0.213392,0.081352,-0.089654,0.190195,-0.225338,-8.797458,-5.809577,-16.957224,-70.825935,0.847063,26.608616,-60.563919,12.892954,21.448521,-10.432214,-4.946908,0.730261,3.854403,-0.137357,0.089854,0.012534,-0.076376,-0.221102,0.142609,0.091164,-0.110785,0.017389,-0.317571,0.109707,,0.458238,,,,
219,1,0,,0.885060,0.852896,-0.032165,0.017311,-0.109915,-1.443371,0.033406,-0.172537,-1.110500,0.553319,0.541149,-0.206232,0.244323,0.421848,0.817005,-0.417956,-0.124870,0.099627,-0.299924,-0.566161,-0.461852,0.156278,0.361606,-0.210834,-0.135275,0.287802,0.473061,0.704690,-0.297151,-0.049513,0.072643,-0.282430,-0.342719,-0.625534,0.304507,0.120148,-0.007404,-0.070957,-0.043479,-0.051213,0.112315,-0.120805,-0.075357,0.026984,-0.017494,-0.223442,0.163681,-0.148229,0.241459,-0.203430,41.634014,-3.627026,-15.387604,5.501580,-4.808910,-1.820096,-66.995728,15.625492,12.159356,-42.948250,-5.422914,-27.042458,4.281856,-0.056961,0.320661,-0.063282,-0.096548,-0.341949,0.019760,0.090576,-0.134495,-0.026406,-0.353457,0.109901,,0.447307,,,,
220,1,0,,0.882139,0.852519,-0.029620,0.011099,-0.117265,-1.408274,0.025757,-0.174873,-1.070625,0.528023,0.342347,-0.208388,0.231561,0.473075,0.820693,-0.425521,-0.138230,0.103987,-0.241200,-0.593385,-0.376617,0.089630,0.364027,-0.178685,-0.111175,0.284626,0.463945,0.707975,-0.306905,-0.061492,0.047750,-0.286005,-0.360219,-0.640535,0.295306,0.085088,-0.007453,-0.097213,-0.053065,0.009130,0.112718,-0.118616,-0.076738,0.056238,0.044805,-0.233166,0.263918,-0.205676,0.278938,-0.171233,-2.802067,-7.419774,-13.645649,9.774618,-19.693439,3.858205,-24.565687,21.187532,9.488672,-43.000385,-6.622592,-22.086449,4.311956,-0.059402,0.392114,-0.070453,-0.090748,-0.404952,-0.022019,0.092788,-0.199294,-0.024096,-0.357207,0.096202,,0.432685,,,,
221,1,0,,0.876504,0.852154,-0.024351,0.009470,-0.131506,-1.374083,0.014829,-0.179935,-1.029488,0.554728,0.765251,-0.207898,0.231297,0.518131,0.851715,-0.446277,-0.163804,0.100707,-0.201604,-0.552690,-0.337809,0.076952,0.332441,-0.134762,-0.093486,0.287612,0.446903,0.736093,-0.329073,-0.077160,0.029790,-0.286286,-0.355256,-0.665313,0.291550,0.046726,-0.007413,-0.114412,-0.056316,0.071227,0.115622,-0.117205,-0.086644,0.070917,0.084683,-0.197434,0.327503,-0.214598,0.285715,-0.127349,1.835923,6.543746,-9.937359,30.711143,-15.334205,0.435654,-4.902834,-12.741494,8.791471,-14.405596,-0.195642,-25.794390,4.296944,-0.054027,0.517445,-0.100331,-0.121034,-0.398594,-0.078059,0.123657,-0.229858,-0.011408,-0.333547,0.118984,,0.417108,,,,
222,1,0,,0.868181,0.851966,-0.016214,0.010359,-0.145434,-1.339363,0.002830,-0.185109,-0.984751,0.520941,0.444758,-0.203260,0.231878,0.560172,0.880036,-0.466791,-0.201285,0.093510,-0.172298,-0.504359,-0.321888,0.076496,0.303177,-0.090250,-0.083364,0.305127,0.424508,0.793376,-0.358185,-0.098533,0.022620,-0.290345,-0.320486,-0.692508,0.280336,0.024348,-0.007589,-0.119896,-0.073249,0.135664,0.086660,-0.108606,-0.102752,0.070890,0.118047,-0.183872,0.370621,-0.203840,0.278829,-0.082662,3.567829,21.949213,-12.582266,80.367821,-8.758578,-15.399756,-12.376912,-39.132553,8.676799,40.465393,24.601736,-28.748461,5.144896,-0.059139,0.785405,-0.165935,-0.161074,-0.329779,-0.083520,0.188637,-0.253433,0.004290,-0.274510,0.141583,,0.384062,,,,
223,1,0,,0.862952,0.852134,-0.010818,0.002164,-0.155498,-1.279472,-0.011172,-0.190777,-0.932864,0.427576,0.592873,-0.190318,0.234150,0.596186,0.902945,-0.486815,-0.262594,0.078476,-0.163581,-0.440761,-0.351754,0.100483,0.278567,-0.044561,-0.082614,0.336223,0.421385,0.876101,-0.393609,-0.123784,0.025034,-0.290701,-0.258136,-0.733321,0.305263,0.047146,-0.007843,-0.107704,-0.102073,0.174801,0.026844,-0.093206,-0.138809,0.053442,0.127120,-0.182625,0.381567,-0.204779,0.231421,-0.036717,26.043262,6.986483,-13.937692,78.602562,-11.643558,-16.851187,41.260849,-48.776146,13.676189,79.892059,-20.033234,-38.217247,4.529401,-0.066929,0.913140,-0.204411,-0.160427,-0.250487,-0.113636,0.224969,-0.304720,0.061156,-0.187509,0.126184,,0.398595,,,,
224,1,0,,0.859016,0.852354,-0.006662,-0.007156,-0.159970,-1.211244,-0.022979,-0.194370,-0.872864,0.358719,0.458224,-0.177193,0.239764,0.620473,0.915479,-0.494422,-0.327322,0.064874,-0.174873,-0.371361,-0.417240,0.137412,0.255638,-0.002803,-0.085492,0.369808,0.420646,0.957384,-0.430633,-0.135496,0.034703,-0.283932,-0.186156,-0.752423,0.322031,0.061335,-0.007899,-0.091702,-0.130043,0.199827,-0.041905,-0.063789,-0.191826,0.030171,0.109059,-0.185205,0.335183,-0.184619,0.194304,0.005096,18.590408,6.211446,-8.528522,25.162354,-10.044914,-1.015414,80.628036,-19.593723,-9.911037,72.907387,-41.296894,-38.854977,4.590210,-0.083267,0.834871,-0.147459,-0.109045,-0.282415,-0.158379,0.255634,-0.336200,0.114740,-0.146649,0.083228,,0.407511,,,,
225,1,0,,0.856372,0.852601,-0.003771,-0.011960,-0.160441,-1.145842,-0.033727,-0.196605,-0.808797,0.319376,0.343990,-0.163977,0.247052,0.638894,0.922823,-0.495817,-0.393763,0.051988,-0.196178,-0.299056,-0.500551,0.180817,0.233551,0.036989,-0.088735,0.397572,0.410893,1.020812,-0.453746,-0.138262,0.050432,-0.272593,-0.116524,-0.755661,0.331381,0.074148,-0.007941,-0.075242,-0.150520,0.228001,-0.097989,-0.042071,-0.255501,0.001556,0.076415,-0.182532,0.255110,-0.150564,0.159403,0.044930,40.315426,2.091959,-11.324733,34.657269,-2.024115,-3.110818,70.118752,-29.403009,-5.451735,80.403137,-30.854410,-39.253124,4.636423,-0.070208,0.873354,-0.148453,-0.101221,-0.185824,-0.164037,0.269746,-0.316698,0.135671,-0.072097,0.104524,,0.383907,,,,
226,1,0,,0.854831,0.853704,-0.001126,-0.016803,-0.157279,-1.076324,-0.039580,-0.198038,-0.739030,0.290592,0.425498,-0.165208,0.260022,0.638948,0.933721,-0.488975,-0.409507,0.050841,-0.196182,-0.238042,-0.542332,0.207442,0.212904,0.072024,-0.089740,0.423993,0.396788,1.075995,-0.460210,-0.142667,0.068318,-0.256129,-0.042284,-0.745915,0.335459,0.084273,-0.007966,-0.075468,-0.163971,0.242160,-0.142274,-0.028765,-0.266840,-0.017477,0.059948,-0.195758,0.203583,-0.128017,0.128631,0.079990,39.910023,23.158569,-4.133890,36.381729,-0.595170,-4.400219,65.503189,2.636049,2.728987,81.570892,-37.672764,-39.519123,4.632744,-0.066753,0.919798,-0.159573,-0.039966,-0.166569,-0.154435,0.316758,-0.296969,0.154359,0.020183,0.080761,,0.381433,,,,
227,1,0,,0.854282,0.855026,0.000744,-0.023374,-0.149950,-0.995283,-0.043636,-0.198626,-0.666751,0.271924,0.736606,-0.168702,0.274353,0.631086,0.946140,-0.484464,-0.420000,0.051739,-0.196182,-0.177899,-0.583130,0.234081,0.192581,0.104198,-0.091290,0.452459,0.389929,1.126244,-0.460338,-0.147643,0.087422,-0.232471,0.043547,-0.722308,0.335092,0.093652,-0.007922,-0.077412,-0.178106,0.241157,-0.180104,-0.024126,-0.272357,-0.035683,0.036289,-0.221446,0.139178,-0.101011,0.098929,0.112120,40.816319,41.577827,1.883508,24.261925,1.048049,-3.091036,80.856735,12.939452,-4.852204,77.670090,-43.774948,-39.288673,4.626927,-0.069436,0.931517,-0.161972,0.007430,-0.120392,-0.161899,0.369018,-0.288008,0.187727,0.103012,0.063181,,0.389951,,,,
228,1,0,,0.855239,0.856785,0.001546,-0.027359,-0.138018,-0.908489,-0.043923,-0.198182,-0.589502,0.268829,0.562290,-0.176721,0.291405,0.607387,0.961601,-0.484623,-0.420000,0.056724,-0.196182,-0.119500,-0.621974,0.260750,0.172909,0.130646,-0.093839,0.481507,0.384016,1.165924,-0.459090,-0.151523,0.106459,-0.206884,0.134162,-0.691669,0.331589,0.086254,-0.007821,-0.082883,-0.190103,0.223371,-0.204323,-0.025533,-0.268477,-0.049735,0.010702,-0.253662,0.069695,-0.070840,0.086655,0.138467,49.857738,36.079170,0.685828,16.310139,1.418214,-2.520599,90.530365,12.691136,-9.392967,79.673378,-41.666897,-37.397732,4.479993,-0.066523,0.933043,-0.162730,0.034031,-0.063092,-0.153866,0.394881,-0.283404,0.208804,0.187457,0.059411,,0.381200,,,,
229,1,0,,0.856933,0.857684,0.000752,-0.029598,-0.122281,-0.817278,-0.043071,-0.191109,-0.504566,0.279701,0.590977,-0.189691,0.329051,0.567519,1.007188,-0.490122,-0.405384,0.063424,-0.205062,-0.061051,-0.665982,0.290955,0.153280,0.148209,-0.095716,0.511669,0.377450,1.196074,-0.452917,-0.155203,0.123628,-0.178129,0.227530,-0.652263,0.324797,0.081553,-0.007656,-0.093976,-0.182617,0.190069,-0.188886,-0.037205,-0.250181,-0.060204,-0.026933,-0.288581,-0.013719,-0.033842,0.071727,0.155865,17.502584,61.196136,-4.615952,7.644630,3.176282,-3.030393,33.367287,33.577351,6.075631,64.479507,-47.602669,-38.682896,4.434333,-0.090489,0.926475,-0.167171,0.092128,-0.061108,-0.098988,0.451019,-0.264104,0.181550,0.309034,0.034851,,0.367193,,,,
230,1,0,,0.859145,0.858154,-0.000992,-0.030524,-0.105050,-0.722191,-0.040888,-0.180857,-0.415916,0.313017,0.675369,-0.205138,0.377002,0.519561,1.067848,-0.498294,-0.383454,0.070981,-0.218385,-0.002579,-0.712573,0.322928,0.133674,0.161325,-0.095996,0.540759,0.365712,1.214063,-0.443321,-0.154699,0.136902,-0.145802,0.323734,-0.606867,0.315553,0.078919,-0.007450,-0.109142,-0.163757,0.153849,-0.146215,-0.054973,-0.228755,-0.065920,-0.072583,-0.326313,-0.105706,0.007375,0.054755,0.168775,27.239182,52.132450,-9.224729,-10.332516,1.823558,1.588844,41.463600,45.734142,-6.274230,53.253662,-43.370506,-37.397633,4.306984,-0.079102,0.881546,-0.147987,0.142150,-0.048815,-0.085720,0.464716,-0.253953,0.190484,0.385775,0.029327,,0.340598,,,,
231,1,0,,0.861462,0.856859,-0.004603,-0.027707,-0.090687,-0.635523,-0.043107,-0.140532,-0.328187,0.329288,1.096575,-0.218002,0.464361,0.477444,1.151530,-0.506715,-0.334832,0.074185,-0.276449,0.046733,-0.781112,0.362915,0.116855,0.173274,-0.089252,0.560841,0.333364,1.215799,-0.436929,-0.144387,0.146868,-0.114044,0.410445,-0.564362,0.306755,0.075563,-0.007242,-0.128750,-0.096479,0.144080,-0.064269,-0.069785,-0.190444,-0.072683,-0.162405,-0.363712,-0.216750,0.056160,0.041292,0.180516,45.018509,39.384132,-10.283927,-15.569987,0.057631,8.217555,3.178453,44.434502,-12.953965,26.658266,-45.751141,-36.318237,4.242759,-0.040591,0.835967,-0.106247,0.169676,-0.073846,-0.062571,0.456545,-0.258522,0.167896,0.453228,0.013646,,0.288715,,,,
232,1,0,,0.863842,0.855949,-0.007894,-0.026690,-0.077801,-0.545019,-0.043431,-0.108635,-0.231605,0.333623,0.645676,-0.232291,0.534662,0.447957,1.222497,-0.512330,-0.285006,0.080527,-0.313413,0.104959,-0.830857,0.398334,0.100073,0.174589,-0.078656,0.577884,0.291160,1.207321,-0.436065,-0.126813,0.150068,-0.079160,0.500421,-0.520738,0.297913,0.073614,-0.007084,-0.153635,-0.043222,0.156797,0.015175,-0.076264,-0.158193,-0.069541,-0.234253,-0.395462,-0.310118,0.100421,0.026459,0.181673,-8.236670,85.407829,-24.211765,-29.932308,-5.928942,9.109426,-29.135811,88.570145,10.034380,29.906885,-39.766682,-33.912788,4.141389,-0.061417,0.781870,-0.076895,0.254641,-0.014416,-0.036376,0.527762,-0.279172,0.132566,0.586886,0.026463,,0.220602,,,,
