frame,ep_length,done,term_reason,root_z,root_ref_z,root_z_err,root_roll,root_pitch,root_yaw,root_ref_roll,root_ref_pitch,root_ref_yaw,root_lin_err,root_ang_err,q_ref_L_HipRoll_Joint,q_ref_L_HipPitch_Joint,q_ref_L_HipYaw_Joint,q_ref_L_Knee_Joint,q_ref_L_AnklePitch_Joint,q_ref_L_AnkleRoll_Joint,q_ref_R_HipRoll_Joint,q_ref_R_HipPitch_Joint,q_ref_R_HipYaw_Joint,q_ref_R_Knee_Joint,q_ref_R_AnklePitch_Joint,q_ref_R_AnkleRoll_Joint,q_ref_WaistYaw_Joint,q_cur_L_HipRoll_Joint,q_cur_L_HipPitch_Joint,q_cur_L_HipYaw_Joint,q_cur_L_Knee_Joint,q_cur_L_AnklePitch_Joint,q_cur_L_AnkleRoll_Joint,q_cur_R_HipRoll_Joint,q_cur_R_HipPitch_Joint,q_cur_R_HipYaw_Joint,q_cur_R_Knee_Joint,q_cur_R_AnklePitch_Joint,q_cur_R_AnkleRoll_Joint,q_cur_WaistYaw_Joint,q_err_L_HipRoll_Joint,q_err_L_HipPitch_Joint,q_err_L_HipYaw_Joint,q_err_L_Knee_Joint,q_err_L_AnklePitch_Joint,q_err_L_AnkleRoll_Joint,q_err_R_HipRoll_Joint,q_err_R_HipPitch_Joint,q_err_R_HipYaw_Joint,q_err_R_Knee_Joint,q_err_R_AnklePitch_Joint,q_err_R_AnkleRoll_Joint,q_err_WaistYaw_Joint,torque_L_HipRoll_Joint,torque_L_HipPitch_Joint,torque_L_HipYaw_Joint,torque_L_Knee_Joint,torque_L_AnklePitch_Joint,torque_L_AnkleRoll_Joint,torque_R_HipRoll_Joint,torque_R_HipPitch_Joint,torque_R_HipYaw_Joint,torque_R_Knee_Joint,torque_R_AnklePitch_Joint,torque_R_AnkleRoll_Joint,torque_WaistYaw_Joint,action_L_HipRoll_Joint,action_L_HipPitch_Joint,action_L_HipYaw_Joint,action_L_Knee_Joint,action_L_AnklePitch_Joint,action_L_AnkleRoll_Joint,action_R_HipRoll_Joint,action_R_HipPitch_Joint,action_R_HipYaw_Joint,action_R_Knee_Joint,action_R_AnklePitch_Joint,action_R_AnkleRoll_Joint,action_WaistYaw_Joint,keybody_err_L_Knee_Link,keybody_err_R_Knee_Link,keybody_err_L_Foot_Link,keybody_err_R_Foot_Link
313,1,0,,0.857836,0.833807,-0.024029,-0.021669,-0.050353,1.190267,-0.015745,-0.056174,1.459108,0.640969,0.533869,0.006977,0.629463,-0.111170,0.653698,-0.082246,0.002676,-0.031982,0.037363,0.158301,-0.817993,0.564978,0.024192,0.036594,0.056023,0.450871,-0.146353,0.785783,-0.284733,0.083618,-0.025534,-0.210589,0.035482,-0.808615,0.532342,0.009713,-0.002611,-0.049046,0.178592,0.035183,-0.132085,0.202487,-0.080942,-0.006448,0.247952,0.122819,-0.009378,0.032636,0.014479,0.039205,37.083771,-35.548767,36.897148,-52.660545,39.356369,32.105343,88.339760,-35.396622,3.886395,-100.834045,7.377742,17.733679,1.834136,0.084455,0.395154,0.186783,-0.095502,-0.929707,0.091886,0.220994,-0.082458,0.062207,0.040537,0.426601,,-0.104302,,,,
314,1,0,,0.853670,0.832758,-0.020912,-0.014723,-0.060308,1.171644,-0.010670,-0.058470,1.445315,0.663047,0.503883,0.003128,0.629463,-0.116906,0.702294,-0.075336,0.032216,-0.017962,0.032397,0.141828,-0.873701,0.522863,0.028996,0.043854,0.056336,0.440108,-0.166697,0.817058,-0.316437,0.070953,-0.009026,-0.229992,0.032969,-0.898230,0.573608,0.033768,-0.002840,-0.053209,0.189355,0.049790,-0.114764,0.241101,-0.038737,-0.008937,0.262389,0.108859,0.024530,-0.050745,-0.004772,0.046693,63.191975,-34.255070,52.825405,-68.005157,42.829483,38.296375,81.933441,-20.099573,-4.337088,-76.876175,17.803520,11.040187,1.540876,0.095325,0.317816,0.199371,-0.105730,-1.141387,0.095241,0.199195,-0.068320,0.084540,0.023451,0.514789,,-0.050597,,,,
315,1,0,,0.850686,0.831569,-0.019118,-0.009789,-0.070169,1.160246,-0.004530,-0.061451,1.431947,0.710408,0.321444,-0.000074,0.629463,-0.128548,0.758107,-0.083075,0.069336,-0.002538,0.020154,0.123796,-0.940925,0.472663,0.026852,0.050259,0.054767,0.427475,-0.178790,0.839976,-0.341891,0.061423,0.006372,-0.249791,0.032471,-0.989931,0.604972,0.050141,-0.003089,-0.054841,0.201988,0.050242,-0.081869,0.258816,0.007913,-0.008909,0.269944,0.091325,0.049007,-0.132309,-0.023289,0.053348,32.081558,-19.977020,55.487930,-66.012184,35.758121,38.956257,71.601112,-21.387754,-7.850455,-70.339485,3.961053,6.594577,1.731434,0.069175,0.375631,0.203044,-0.128834,-1.175699,0.087708,0.204630,-0.124932,0.088783,0.020428,0.482805,,-0.040429,,,,
316,1,0,,0.848499,0.830829,-0.017671,-0.005212,-0.079265,1.158816,0.003521,-0.072975,1.428573,0.771369,0.321084,-0.011654,0.626806,-0.126533,0.829793,-0.139190,0.079600,0.015220,-0.010356,0.109104,-1.045070,0.382361,0.035011,0.044653,0.048538,0.417056,-0.180051,0.859797,-0.363294,0.055694,0.022217,-0.270545,0.032868,-1.082445,0.609100,0.061073,-0.003339,-0.060192,0.209750,0.053518,-0.030005,0.224105,0.023906,-0.006997,0.260189,0.076237,0.037375,-0.226739,-0.026062,0.047992,15.499213,-41.540295,56.010384,-52.093216,41.390465,38.788410,83.278053,-41.008789,-7.825750,-70.399666,-4.252425,4.748776,1.918863,0.041164,0.454519,0.185324,-0.171711,-1.273416,0.086777,0.170939,-0.118507,0.111569,0.021280,0.428151,,-0.019384,,,,
317,1,0,,0.846828,0.830842,-0.015986,0.000630,-0.088151,1.163767,0.011813,-0.083805,1.428539,0.827130,0.345541,-0.025834,0.618082,-0.121855,0.889378,-0.191518,0.088989,0.034075,-0.044548,0.098447,-1.150504,0.287133,0.048515,0.035257,0.037686,0.408072,-0.173758,0.877497,-0.381702,0.051957,0.040093,-0.294133,0.035238,-1.176857,0.585716,0.066179,-0.003558,-0.063519,0.210010,0.051902,0.011881,0.190184,0.037032,-0.006019,0.249584,0.063210,0.026353,-0.298583,-0.017664,0.038815,-2.333384,-55.871513,58.392460,-45.836273,20.424765,38.029243,51.648994,-67.920425,2.513796,-70.439217,-13.284925,1.344551,2.055304,0.010799,0.477091,0.191188,-0.227178,-1.308060,0.074703,0.147619,-0.192499,0.117243,0.041672,0.342115,,-0.005333,,,,
318,1,0,,0.845662,0.832362,-0.013300,0.008031,-0.096312,1.171567,0.020473,-0.093328,1.435301,0.869944,0.170295,-0.045213,0.597209,-0.111850,0.924729,-0.236243,0.096640,0.055129,-0.086108,0.095866,-1.258505,0.182057,0.072717,0.018278,0.024327,0.399073,-0.164857,0.891135,-0.396685,0.047754,0.058521,-0.323664,0.038385,-1.273836,0.539769,0.065812,-0.003788,-0.069540,0.198135,0.053006,0.033594,0.160442,0.048886,-0.003393,0.237556,0.057481,0.015331,-0.357712,0.006905,0.022067,-8.403523,-83.624779,54.530594,-47.863346,28.493820,35.151291,49.212765,-96.827614,4.617840,-66.040039,-15.111060,-1.366414,2.216968,-0.011662,0.480641,0.145826,-0.303544,-1.331114,0.060578,0.098757,-0.185011,0.133948,0.048528,0.259119,,-0.022564,,,,
319,1,0,,0.845345,0.834578,-0.010767,0.015412,-0.103617,1.176259,0.027044,-0.101073,1.439070,0.864185,0.184519,-0.058794,0.569415,-0.107140,0.944904,-0.274706,0.098097,0.083197,-0.138722,0.103330,-1.366503,0.104261,0.118677,0.003962,0.012648,0.387521,-0.159402,0.898285,-0.408843,0.047524,0.074921,-0.358684,0.041316,-1.366967,0.488644,0.061950,-0.003957,-0.071442,0.181894,0.052263,0.046619,0.134136,0.050572,0.008276,0.219962,0.062014,0.000464,-0.384383,0.056727,0.007919,26.075861,-75.714325,52.300591,-65.197281,-4.210876,38.262154,48.057358,-87.438400,9.377002,-25.743883,-9.601277,-2.066099,2.283982,0.004062,0.374136,0.173351,-0.343031,-1.270223,0.050394,0.097818,-0.266083,0.141035,0.058750,0.221721,,-0.031511,,,,
320,1,0,,0.846241,0.837142,-0.009098,0.018993,-0.110097,1.179047,0.032581,-0.107920,1.441337,0.814283,0.388125,-0.069473,0.538157,-0.105079,0.957483,-0.310036,0.096452,0.114778,-0.196874,0.115822,-1.474504,0.040117,0.175530,-0.009022,0.005769,0.371206,-0.155654,0.896047,-0.416581,0.047758,0.088432,-0.390451,0.050176,-1.436004,0.442274,0.056563,-0.004106,-0.075242,0.166951,0.050575,0.061437,0.106545,0.048694,0.026346,0.193577,0.065645,-0.038500,-0.402157,0.118967,-0.004916,23.657984,-87.706429,51.953815,-69.132027,-0.930262,35.516102,44.748608,-90.373291,7.788344,13.001681,-7.518638,-2.809082,2.373569,0.007273,0.319721,0.174000,-0.366623,-1.208972,0.041519,0.052572,-0.259681,0.146542,0.069164,0.186835,,-0.044423,,,,
321,1,0,,0.848228,0.838962,-0.009266,0.021066,-0.116010,1.179614,0.037228,-0.115946,1.429467,0.794178,0.358349,-0.069956,0.500558,-0.118209,0.959471,-0.341172,0.096052,0.136527,-0.261781,0.124311,-1.555137,0.060529,0.133284,-0.008744,0.001180,0.349982,-0.153857,0.885019,-0.420997,0.047809,0.101489,-0.418020,0.063763,-1.477477,0.399329,0.049936,-0.004244,-0.071136,0.150576,0.035647,0.074452,0.079826,0.048243,0.035039,0.156238,0.060548,-0.077660,-0.338800,0.083349,-0.004500,3.065344,-91.747696,42.441475,-48.992836,-0.449936,33.287086,44.113102,-93.474915,9.579466,17.568478,-8.363865,-3.340389,2.440682,-0.007361,0.409435,0.137423,-0.384603,-1.181554,0.031293,0.007834,-0.256392,0.160861,0.089513,0.146816,,-0.081879,,,,
322,1,0,,0.850960,0.841389,-0.009572,0.021551,-0.121839,1.180284,0.040399,-0.123298,1.419373,0.776768,0.546624,-0.070272,0.460463,-0.128928,0.956359,-0.370131,0.095567,0.159462,-0.320359,0.141088,-1.612866,0.083361,0.083900,-0.009545,-0.001917,0.325103,-0.151744,0.867955,-0.423137,0.047430,0.114331,-0.439474,0.083515,-1.492139,0.376407,0.039285,-0.004358,-0.068356,0.135360,0.022817,0.088404,0.053006,0.048137,0.045131,0.119115,0.057573,-0.120727,-0.293046,0.044615,-0.005187,17.560986,-81.171555,49.365906,-61.701710,-2.889364,33.169144,37.744743,-81.474678,4.700636,46.591534,4.119505,-7.150480,2.507720,0.003454,0.299930,0.146912,-0.378721,-1.070524,0.005419,0.002007,-0.259774,0.167989,0.107207,0.189956,,-0.057672,,,,
323,1,0,,0.854539,0.845031,-0.009507,0.020045,-0.127219,1.184505,0.040475,-0.129393,1.412918,0.764664,0.759815,-0.070260,0.415373,-0.134810,0.943043,-0.394734,0.094908,0.184773,-0.366256,0.174459,-1.624753,0.110993,0.020276,-0.012514,-0.005121,0.297865,-0.144767,0.845800,-0.423083,0.048104,0.126710,-0.451165,0.109623,-1.475442,0.370531,0.021773,-0.004423,-0.065138,0.117508,0.009958,0.097244,0.028349,0.046805,0.058063,0.084908,0.064836,-0.149311,-0.259538,-0.001497,-0.008091,-4.923584,-64.392036,43.411793,-49.369698,-7.645519,30.287338,36.628502,-52.951321,1.603461,64.441582,1.344287,-12.984909,2.558108,-0.016539,0.334681,0.130412,-0.345422,-0.944311,-0.038270,-0.010099,-0.265929,0.181180,0.133339,0.196350,,-0.068997,,,,
324,1,0,,0.858208,0.847493,-0.010716,0.020851,-0.129696,1.187521,0.041287,-0.134617,1.403396,0.756299,0.416281,-0.069283,0.370899,-0.144040,0.929807,-0.419041,0.093811,0.203712,-0.403569,0.206120,-1.604393,0.144231,-0.036159,-0.010251,-0.010270,0.271135,-0.138643,0.820447,-0.423087,0.046728,0.139832,-0.457871,0.135759,-1.431475,0.368199,0.004131,-0.004410,-0.059013,0.099763,-0.005397,0.109360,0.004046,0.047082,0.063880,0.054302,0.070361,-0.172917,-0.223968,-0.040290,-0.005841,-25.673716,-49.528690,14.428555,-63.878834,-17.055067,18.405184,25.105932,-53.106144,9.225865,67.257294,0.176689,-8.049609,2.516857,-0.038785,0.246536,0.081574,-0.348266,-0.815037,-0.040475,-0.011631,-0.287860,0.186641,0.169950,0.194843,,-0.114166,,,,
325,1,0,,0.861618,0.849364,-0.012255,0.023351,-0.128089,1.187409,0.042500,-0.139393,1.392330,0.749425,0.409602,-0.067823,0.326734,-0.154945,0.916611,-0.443199,0.092493,0.219462,-0.436582,0.236924,-1.567892,0.180273,-0.088992,-0.005369,-0.015021,0.246108,-0.137567,0.792509,-0.422547,0.043768,0.151798,-0.461753,0.163579,-1.365328,0.367773,-0.009954,-0.004368,-0.052802,0.080626,-0.017378,0.124102,-0.020651,0.048725,0.067664,0.025171,0.073346,-0.202564,-0.187500,-0.079038,-0.001000,-5.557621,-40.141720,26.555361,-61.235184,-17.745142,24.531921,17.050659,-36.289448,11.804383,64.857346,0.949630,-6.621111,2.508558,-0.028236,0.206942,0.097615,-0.322118,-0.712102,-0.045336,-0.023762,-0.291222,0.189857,0.206062,0.199868,,-0.098465,,,,
326,1,0,,0.864741,0.850860,-0.013881,0.023896,-0.124026,1.185792,0.043577,-0.139250,1.391008,0.746334,0.333472,-0.070518,0.285556,-0.157052,0.899228,-0.464332,0.088618,0.223474,-0.455254,0.269056,-1.487007,0.215467,-0.125840,-0.007364,-0.016861,0.222608,-0.138334,0.764381,-0.422350,0.042707,0.159455,-0.462289,0.195550,-1.284645,0.367734,-0.024758,-0.004261,-0.053657,0.062948,-0.018717,0.134847,-0.041982,0.045911,0.064019,0.007036,0.073506,-0.202362,-0.152267,-0.101082,-0.003103,21.297785,-52.429058,26.076086,-67.620399,-21.974691,29.844450,35.975662,-31.626141,6.007012,56.504158,2.529869,-8.917254,2.454643,-0.006603,0.151837,0.126744,-0.316223,-0.620797,-0.067875,-0.055652,-0.300766,0.197997,0.229703,0.203276,,-0.099822,,,,
327,1,0,,0.867502,0.851749,-0.015753,0.023716,-0.120295,1.185273,0.045298,-0.137549,1.395041,0.738899,0.293468,-0.075167,0.247463,-0.154475,0.884063,-0.485925,0.084520,0.226458,-0.471250,0.301103,-1.397085,0.244663,-0.146800,-0.014548,-0.019365,0.199305,-0.134798,0.737861,-0.420376,0.043545,0.163936,-0.457900,0.226185,-1.195503,0.364094,-0.037385,-0.004173,-0.055802,0.048158,-0.019677,0.146201,-0.065549,0.040975,0.062521,-0.013350,0.074918,-0.201582,-0.119431,-0.109415,-0.010375,11.017453,-43.555359,48.422874,-41.726723,-0.686856,29.159311,54.878334,-4.844198,-13.851050,55.010773,-3.291188,-7.478199,2.427919,-0.018118,0.249100,0.128201,-0.271318,-0.513615,-0.071568,-0.069760,-0.246679,0.208898,0.227492,0.179540,,-0.044507,,,,
328,1,0,,0.869862,0.851424,-0.018438,0.024825,-0.115974,1.189158,0.048354,-0.132761,1.409798,0.761314,0.394803,-0.083725,0.215545,-0.142524,0.873338,-0.508441,0.079975,0.227386,-0.481897,0.332982,-1.289084,0.261851,-0.135956,-0.032119,-0.024143,0.178541,-0.126013,0.715076,-0.422798,0.044690,0.164647,-0.452453,0.242622,-1.103602,0.353981,-0.041275,-0.004098,-0.059582,0.037004,-0.016512,0.158262,-0.085643,0.035285,0.062739,-0.029444,0.090360,-0.185482,-0.092130,-0.094681,-0.028022,21.405094,-47.924572,46.745316,-49.927700,1.667848,32.567631,42.389278,-26.147461,-13.410411,43.443314,-4.155940,-0.312678,2.356014,-0.021007,0.208504,0.148257,-0.292006,-0.442676,-0.044178,-0.091763,-0.249342,0.191156,0.231826,0.156993,,-0.033446,,,,
329,1,0,,0.871823,0.850024,-0.021799,0.026493,-0.111418,1.196151,0.051293,-0.125373,1.422772,0.750179,0.341092,-0.090376,0.184981,-0.133016,0.862019,-0.530778,0.075056,0.221236,-0.497254,0.356134,-1.181085,0.272867,-0.130594,-0.048745,-0.027841,0.157026,-0.117992,0.690887,-0.424375,0.042874,0.164437,-0.448002,0.251249,-1.015599,0.337270,-0.041087,-0.004018,-0.062535,0.027955,-0.015024,0.171132,-0.106403,0.032181,0.056800,-0.049252,0.104884,-0.165487,-0.064402,-0.089507,-0.044727,43.338081,-61.420952,44.162098,-53.659988,10.853024,31.507462,51.526039,-21.655895,-5.862647,34.811008,-5.927934,-0.248052,2.346272,-0.006035,0.175489,0.135265,-0.280877,-0.390518,-0.041094,-0.130013,-0.232926,0.196520,0.248431,0.126295,,-0.034254,,,,
330,1,0,,0.873526,0.848086,-0.025439,0.027627,-0.106124,1.204308,0.054237,-0.116696,1.434864,0.747127,0.374969,-0.096072,0.155094,-0.124730,0.850402,-0.553026,0.069948,0.211544,-0.514968,0.374917,-1.073084,0.280795,-0.127977,-0.064898,-0.030338,0.135339,-0.108756,0.665878,-0.426219,0.040933,0.162326,-0.446544,0.252035,-0.934400,0.313366,-0.041644,-0.003971,-0.065734,0.019755,-0.015974,0.184523,-0.126807,0.029016,0.049218,-0.068424,0.122882,-0.138685,-0.032571,-0.086333,-0.060927,18.714758,-44.954285,37.329407,-50.520901,-0.226755,34.678425,17.956081,-30.974052,-6.175353,35.615032,-8.416393,-1.392438,2.297384,-0.023737,0.147672,0.149901,-0.297703,-0.331053,-0.046386,-0.130624,-0.256732,0.167149,0.240824,0.086523,,-0.045209,,,,
331,1,0,,0.874771,0.847837,-0.026934,0.028306,-0.100855,1.211975,0.051028,-0.102323,1.445900,0.705072,0.620638,-0.095372,0.121803,-0.116505,0.818543,-0.562855,0.064833,0.182558,-0.539643,0.358760,-0.965086,0.261149,-0.101521,-0.077474,-0.031233,0.113364,-0.100699,0.642243,-0.429364,0.042314,0.158556,-0.446850,0.249869,-0.861325,0.281390,-0.043560,-0.003922,-0.064139,0.008439,-0.015806,0.176301,-0.133491,0.022519,0.024002,-0.092793,0.108892,-0.103761,-0.020241,-0.057961,-0.073552,6.781712,-43.203430,15.427608,-37.837547,5.513776,33.737038,-2.880314,-14.057229,10.675991,14.591265,-11.932134,-0.372256,2.266514,-0.028058,0.168037,0.138227,-0.281079,-0.321076,-0.047866,-0.155928,-0.251217,0.147134,0.265136,0.034686,,-0.071583,,,,
332,1,0,,0.875168,0.847245,-0.027924,0.028024,-0.097506,1.219639,0.048265,-0.087520,1.459744,0.690387,0.701191,-0.095049,0.090626,-0.105599,0.788795,-0.571732,0.060336,0.152914,-0.561760,0.332263,-0.857085,0.234882,-0.072245,-0.091844,-0.030777,0.091986,-0.090345,0.625108,-0.436595,0.046048,0.153215,-0.448894,0.248342,-0.804757,0.254772,-0.042224,-0.003964,-0.064271,-0.001360,-0.015254,0.163687,-0.135137,0.014288,-0.000301,-0.112865,0.083921,-0.052328,-0.019890,-0.030021,-0.087880,18.092518,-32.582947,27.449272,-14.241573,19.664616,29.934875,-12.977283,-25.135931,2.122982,-3.077548,-5.413322,2.605129,2.265575,-0.017585,0.215706,0.127604,-0.300618,-0.338328,-0.032827,-0.162099,-0.233826,0.131844,0.249557,0.036644,,-0.040404,,,,
333,1,0,,0.874648,0.845966,-0.028682,0.027341,-0.092570,1.236073,0.046329,-0.071893,1.479275,0.698335,0.379853,-0.095484,0.063686,-0.089327,0.763286,-0.578708,0.057077,0.121967,-0.578749,0.285079,-0.749086,0.195373,-0.037333,-0.109808,-0.030215,0.077852,-0.068209,0.616619,-0.446723,0.046018,0.147098,-0.454831,0.241015,-0.764681,0.237109,-0.037123,-0.004042,-0.065269,-0.014166,-0.021117,0.146667,-0.131985,0.011060,-0.025131,-0.123918,0.044064,0.015594,-0.041736,-0.000210,-0.105766,-0.949774,5.434621,26.664907,-28.810665,33.880135,21.456173,-22.752159,-10.513312,1.045389,-7.793396,-5.799188,4.002491,2.366890,-0.031321,0.198092,0.098760,-0.298468,-0.341637,-0.019093,-0.119300,-0.207893,0.118597,0.236334,0.029476,,-0.009626,,,,
334,1,0,,0.873494,0.845222,-0.028272,0.028521,-0.084241,1.258373,0.045496,-0.059195,1.504351,0.694303,0.303761,-0.095565,0.040497,-0.069021,0.746195,-0.577895,0.054707,0.096348,-0.577148,0.220395,-0.641085,0.159706,-0.000381,-0.131302,-0.029810,0.070222,-0.043633,0.612554,-0.458236,0.045571,0.139320,-0.465035,0.221681,-0.735673,0.219183,-0.027767,-0.004118,-0.065755,-0.029726,-0.025388,0.133642,-0.119659,0.009136,-0.042972,-0.112113,-0.001287,0.094588,-0.059477,0.027386,-0.127184,-25.847639,0.820890,10.799650,-17.845463,35.078945,23.150061,-49.155163,-8.845602,6.235398,-9.306916,-8.693766,7.302305,2.405016,-0.045604,0.222287,0.101426,-0.314861,-0.339065,0.005723,-0.121704,-0.220175,0.086443,0.214119,0.002363,,-0.010227,,,,
335,1,0,,0.871122,0.844745,-0.026377,0.031392,-0.076173,1.277873,0.045375,-0.047970,1.532202,0.701470,0.323382,-0.095469,0.019186,-0.046696,0.733319,-0.573182,0.052781,0.073398,-0.566242,0.146951,-0.533087,0.125963,0.037590,-0.154563,-0.028498,0.065409,-0.023526,0.615510,-0.473885,0.042425,0.127290,-0.478767,0.192203,-0.720494,0.203763,-0.023718,-0.004187,-0.066971,-0.046223,-0.023170,0.117809,-0.099297,0.010356,-0.053892,-0.087475,-0.045251,0.187407,-0.077800,0.061308,-0.150376,1.464112,-2.910020,-8.480712,18.398687,45.596149,10.082937,-42.007790,2.240531,5.264929,-24.657564,-5.965816,-0.042947,2.468965,-0.023885,0.307163,0.061727,-0.323059,-0.388192,-0.021060,-0.125686,-0.188528,0.070211,0.176055,-0.000776,,-0.021686,,,,
336,1,0,,0.866758,0.842913,-0.023845,0.035045,-0.071424,1.296744,0.044611,-0.045211,1.548770,0.725163,0.333618,-0.091571,0.001599,-0.034894,0.744244,-0.568324,0.049910,0.058519,-0.563283,0.102007,-0.518768,0.107302,0.011853,-0.165815,-0.026308,0.065395,-0.004039,0.634741,-0.497655,0.034063,0.112734,-0.490468,0.159645,-0.716614,0.199995,-0.023416,-0.004211,-0.065263,-0.063797,-0.030855,0.109503,-0.070669,0.015848,-0.054214,-0.072815,-0.057639,0.197846,-0.092693,0.035269,-0.161604,-14.303050,40.438423,-8.618391,32.760113,45.504189,5.270782,-47.158562,23.604437,3.064851,-21.276371,0.223165,0.572460,2.439031,-0.030055,0.393960,0.033623,-0.305441,-0.397229,-0.021539,-0.067785,-0.241021,0.047774,0.137502,0.030472,,-0.001891,,,,
337,1,0,,0.859726,0.841018,-0.018707,0.040739,-0.070381,1.318886,0.043744,-0.044932,1.562984,0.791052,0.756930,-0.086796,-0.012397,-0.024487,0.766526,-0.558844,0.045361,0.045380,-0.562076,0.065119,-0.526804,0.082638,-0.012759,-0.175517,-0.024158,0.076578,0.008464,0.683953,-0.533863,0.027012,0.096814,-0.496451,0.114115,-0.716535,0.215900,-0.034301,-0.004191,-0.062638,-0.088975,-0.032951,0.082574,-0.024981,0.018349,-0.051434,-0.065625,-0.048996,0.189731,-0.133261,0.021542,-0.171326,26.548048,47.704948,-10.013692,93.692299,15.329119,2.501356,-2.818228,23.725943,-21.295805,-11.826978,11.768966,-13.674567,2.419009,-0.002195,0.703039,0.024170,-0.301169,-0.388731,-0.086681,-0.024996,-0.382345,0.056861,0.036577,0.103057,,-0.000589,,,,
338,1,0,,0.851660,0.838999,-0.012661,0.045632,-0.075658,1.344491,0.042563,-0.049629,1.572501,0.734480,0.783563,-0.080267,-0.019203,-0.016868,0.811539,-0.540107,0.037450,0.035720,-0.564374,0.044345,-0.579558,0.045945,-0.035086,-0.182126,-0.022107,0.098825,0.014605,0.766222,-0.572196,0.024099,0.087210,-0.500198,0.077242,-0.741703,0.212100,-0.023609,-0.004065,-0.058160,-0.118029,-0.031473,0.045317,0.032089,0.013350,-0.051491,-0.064176,-0.032897,0.162145,-0.166156,-0.011477,-0.178062,7.511631,38.593399,-12.666451,74.231979,9.126300,1.065258,-47.902714,29.707521,-28.814352,56.782074,55.650566,-36.191093,2.565449,-0.013187,0.788455,0.026690,-0.309595,-0.367068,-0.073025,0.000671,-0.429242,0.044451,0.009071,0.136038,,0.001947,,,,
339,1,0,,0.846580,0.838347,-0.008233,0.046135,-0.086420,1.362495,0.039127,-0.055651,1.579872,0.688556,0.512353,-0.071726,-0.008394,-0.009943,0.883252,-0.498778,0.034493,0.029892,-0.562882,0.045620,-0.637228,0.061910,-0.049798,-0.188150,-0.020637,0.121862,0.015051,0.861161,-0.590265,0.022863,0.080966,-0.501175,0.065609,-0.786528,0.206053,-0.006521,-0.003889,-0.051089,-0.130256,-0.024994,0.022091,0.091487,0.011630,-0.051074,-0.061707,-0.019989,0.149301,-0.144143,-0.043277,-0.184260,13.299119,52.127815,-12.868744,68.790184,-2.478312,-3.254464,-37.241661,24.513000,-46.184925,87.346962,53.436256,-37.410187,2.432457,-0.009083,1.053530,0.013610,-0.295392,-0.299708,-0.110790,0.037683,-0.446493,0.041021,-0.051104,0.171644,,-0.006513,,,,
340,1,0,,0.843570,0.838378,-0.005191,0.043638,-0.094457,1.371277,0.034542,-0.062317,1.586193,0.686956,0.456988,-0.062177,0.011233,-0.003365,0.968333,-0.446139,0.034016,0.025982,-0.559494,0.057931,-0.697361,0.104235,-0.060699,-0.193881,-0.020112,0.152436,0.008569,0.963372,-0.588526,0.018447,0.074442,-0.500593,0.063505,-0.827002,0.231424,-0.005008,-0.003611,-0.042065,-0.141204,-0.011934,0.004962,0.142388,0.015569,-0.048460,-0.058900,-0.005574,0.129641,-0.127190,-0.055691,-0.190269,34.145138,94.944794,-12.771634,55.741745,4.191497,-5.213884,-20.314634,47.023422,-53.127117,87.432770,37.093391,-33.904804,2.095217,0.002954,1.176837,-0.000801,-0.272028,-0.341852,-0.131414,0.145974,-0.401180,0.047499,-0.071202,0.194596,,-0.018644,,,,
341,1,0,,0.842238,0.839420,-0.002818,0.039407,-0.098594,1.372987,0.028220,-0.076699,1.578968,0.719246,0.401162,-0.047267,0.044653,-0.008603,1.076326,-0.338154,0.008295,0.009345,-0.554251,0.047638,-0.767331,0.161405,-0.057657,-0.182079,-0.019944,0.191374,-0.006084,1.067285,-0.566886,0.016847,0.066648,-0.497905,0.063573,-0.854278,0.257686,-0.008715,-0.003333,-0.027323,-0.146721,-0.002519,0.009040,0.228732,-0.008552,-0.057303,-0.056346,-0.015935,0.086947,-0.096281,-0.048942,-0.178746,24.913538,77.955521,-9.976234,55.947327,9.864115,0.115647,-17.632818,53.437145,-55.032135,81.321487,30.751127,-36.781734,2.001143,-0.003231,1.192991,0.017128,-0.258177,-0.357455,-0.198398,0.167041,-0.336979,0.036463,-0.136983,0.182108,,-0.034651,,,,
342,1,0,,0.842113,0.841791,-0.000323,0.033257,-0.103845,1.372200,0.022146,-0.088741,1.572067,0.742061,0.398327,-0.033710,0.084077,-0.010343,1.184327,-0.230153,-0.016688,-0.006396,-0.538775,0.038484,-0.814897,0.209842,-0.053764,-0.167752,-0.018791,0.233051,-0.024264,1.171047,-0.526823,0.015069,0.056663,-0.488847,0.062323,-0.869883,0.277282,-0.011614,-0.003074,-0.014919,-0.148974,0.013921,0.013279,0.296670,-0.031757,-0.063059,-0.049928,-0.023839,0.054987,-0.067440,-0.042149,-0.164678,51.742271,101.248215,-6.030487,55.167641,12.179492,-2.924652,2.800714,82.531731,-59.747147,65.158386,24.386543,-36.930645,1.859127,0.018314,1.249979,0.005083,-0.207578,-0.406332,-0.202266,0.256425,-0.263124,0.035634,-0.148444,0.184551,,-0.047744,,,,
